EstablecimientoCodigo;EstablecimientoGlosa;EstablecimientoCodigoAntiguo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion
200991;SAPU Catapilco;07-948;;107414.0;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;5405;Zapallar;Otro;;Pueblo Catapilco S/N;332285094;02-02-2021;SI;Urgencia Ambulatoria (SAPU);Verano;-32.567915;-71.416118;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200992;SAPU  Dr. Johow (Zapallar);07-949;;107355.0;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;5405;Zapallar;Otro;;Pueblo Zapallar S/N;332741206;02-02-2021;SI;Urgencia Ambulatoria (SAPU);Verano;-32.554423;-71.274429;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200997;SUR  Dr. Johow (Zapallar);07-954;;107355.0;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;5405;Zapallar;Otro;;Pueblo Zapallar;332741206;02-02-2021;SI;Urgencia Ambulatoria (SUR);No Aplica;-32.554423;-71.455577;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107355;Centro de Salud Familiar Dr. Johow Zapallar;07-355;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;5405;Zapallar;Calle;;Pueblo Zapallar;332741206;;NO;No Aplica;No Aplica;-32.55442;-71.45561;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200994;SAPU PAPUDO;07-951;;107354.0;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;5403;Papudo;Calle;19;El Maitén;332791129;02-02-2021;SI;Urgencia Ambulatoria (SAPU);Verano;-32.508292;-71.455577;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
201000;SUR PAPUDO;07-957;;107354.0;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;5403;Papudo;Calle;19;El Maitén;332791129;02-02-2021;SI;Urgencia Ambulatoria (SUR);No Aplica;-32.508292;-71.435528;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107354;Centro de Salud Familiar Papudo;07-354;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;5403;Papudo;Calle;19;El Maitén;332791129;;NO;No Aplica;No Aplica;-32.50746;-71.43545;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107431;Posta de Salud Rural Las Puertas;07-431;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5402;Cabildo;Calle;;Sector Las Puertas;;;NO;No Aplica;No Aplica;-32.48433;-70.93213;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200219;Centro de Salud Familiar Raúl Sánchez Bañados;07-907;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;5401;La Ligua;Calle;655;Papudo;332713732;13-01-2016;NO;No Aplica;No Aplica;-32.45079;-71.23271;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107105;Hospital San Agustín (La Ligua);07-105;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;;5401;La Ligua;Calle;1020;Dr. Víctor Díaz;332293490;;SI;Urgencia Hospitalaria (UEH);No Aplica;-32.45048;-71.23798;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
107268;Policlínico de la Asociación Chilena de Seguridad AChS Agencia La Ligua;07-268;;;5;Región de Valparaíso;5;SEREMI de Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;No Aplica;Privado;Secundario;5401;La Ligua;Avenida;746;Portales;332711265;01-01-2009;NO;No Aplica;No Aplica;-32.45007;-71.233729;Privado;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107405;Posta de Salud Rural Pueblo de Varas;07-405;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Calle;;Sector Pueblo de Varas;;;NO;No Aplica;No Aplica;-32.440755;-71.200729;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107412;Posta de Salud Rural Pullally;07-412;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5403;Papudo;Calle;;Pueblo de Pullalli;332712309;;NO;No Aplica;No Aplica;-32.43546;-71.31712;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107406;Posta de Salud Rural Pueblo de Roco;07-406;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Calle;;Sector Pueblo de Roco;;;NO;No Aplica;No Aplica;-32.429797;-71.228573;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107106;Hospital Dr. Víctor Hugo Moll (Cabildo);07-106;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;;5402;Cabildo;Calle;;Aníbal Pinto;332293400;;SI;Urgencia Hospitalaria (UEH);No Aplica;-32.428287;-71.067794;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
200425;Laboratorio Clínico San José Ltda.;07-919;;;5;Región de Valparaíso;5;SEREMI de Valparaíso;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;5402;Cabildo;Calle;62;San José;332761399;09-09-2015;NO;No Aplica;No Aplica;-32.424995;-71.06534;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
107417;Posta de Salud Rural La Viña;07-417;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5402;Cabildo;Calle;;Aldea La Viña;;;NO;No Aplica;No Aplica;-32.42445;-70.91353;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107416;Posta de Salud Rural Artificio (Cabildo);07-416;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5402;Cabildo;Calle;;Pueblo de Artificio;;;NO;No Aplica;No Aplica;-32.394317;-71.094167;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
201003;SUR LAS PARCELAS;07-960;;200219.0;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Avenida;;Aldea Las Parcelas;;02-02-2021;SI;Urgencia Ambulatoria (SUR);No Aplica;-32.391736;-71.376492;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107408;Posta de Salud Rural Las Parcelas;07-408;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Calle;;Aldea Las Parcelas;;;NO;No Aplica;No Aplica;-32.39165;-71.3763;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107429;Posta de Salud Rural La Canela;07-429;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Calle;;Aldea La Canela;;;NO;No Aplica;No Aplica;-32.361894;-71.160745;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107729;Centro Comunitario de Salud Familiar Pedegua;07-729;07-329;107329.0;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;No Aplica;Municipal;Primario;5404;Petorca;Calle;;Calle Principal;332763506;;NO;No Aplica;No Aplica;-32.35738;-71.07015;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107415;Posta de Salud Rural Alicahue;07-415;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5402;Cabildo;Calle;;Caserío Alicahue;;;NO;No Aplica;No Aplica;-32.34926;-70.78635;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107421;Posta de Salud Rural Pichicuy;07-421;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Calle;;Pueblo Pichicuy;;;NO;No Aplica;No Aplica;-32.34469;-71.46138;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107404;Posta de Salud Rural Santa Marta;07-404;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Calle;;Aldea Santa Marta;;;NO;No Aplica;No Aplica;-32.335467;-71.181501;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107409;Posta de Salud Rural Huaquén (La Ligua);07-409;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Calle;;Sector Huaquén;;;NO;No Aplica;No Aplica;-32.33261;-71.40412;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107407;Posta de Salud Rural Trapiche;07-407;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Calle;;Aldea El Trapiche;;;NO;No Aplica;No Aplica;-32.320507;-71.290246;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107419;Posta de Salud Rural Hierro Viejo;07-419;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5404;Petorca;Calle;;Aldea Hierro Viejo;332781468;;NO;No Aplica;No Aplica;-32.28259;-71.01729;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107107;Hospital de Petorca;07-107;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;;5404;Petorca;Calle;860;Manuel Montt;332293610;;SI;Urgencia Hospitalaria (UEH);No Aplica;-32.25196;-70.92884;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
107410;Posta de Salud Rural Los Molles;07-410;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Calle;;Pueblo Los Molles;;;NO;No Aplica;No Aplica;-32.23156;-71.50905;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200996;SAPU Los Molles;07-953;;200291.0;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;No Aplica;Municipal;Primario;5401;La Ligua;Otro;;Pueblo Los Molles;;20-02-2019;SI;Urgencia Ambulatoria (SAPU);Verano;-32.231492;-71.376296;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
107329;Centro de Salud Familiar Chincolco;07-329;;;5;Región de Valparaíso;7;Servicio de Salud Viña del Mar Quillota;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;5404;Petorca;Calle;;O'Higgins;332292950;;NO;No Aplica;No Aplica;-32.23142;-70.85432;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105479;Posta de Salud Rural Guangualí;05-479;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4203;Los Vilos;Calle;;Santiago Bueras;;;NO;No Aplica;No Aplica;-32.13317;-71.37398;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105480;Posta de Salud Rural Quilimarí;05-480;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4203;Los Vilos;Calle;;Amador Iglesias;;;NO;No Aplica;No Aplica;-32.11623;-71.4908;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105511;Posta de Salud Rural Los Cóndores;05-511;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4203;Los Vilos;Calle;;Camino Público;;;NO;No Aplica;No Aplica;-32.1097;-71.31295;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105481;Posta de Salud Rural Tilama;05-481;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4203;Los Vilos;Calle;;Camino Público Tilama;;;NO;No Aplica;No Aplica;-32.08631;-71.16691;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105478;Posta de Salud Rural Caimanes;05-478;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4203;Los Vilos;Calle;;Pedro Aguirre Cerda;;;NO;No Aplica;No Aplica;-31.9319;-71.13638;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105108;Hospital San Pedro (Los Vilos);05-108;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;;4203;Los Vilos;Calle;400;Arauco;532663626;;SI;Urgencia Hospitalaria (UEH);No Aplica;-31.91524;-71.51269;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
105453;Posta de Salud Rural Tranquilla;05-453;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4204;Salamanca;Calle;;Aldea Tranquilla;;;NO;No Aplica;No Aplica;-31.89829;-70.68231;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105452;Posta de Salud Rural Cuncumén(Salamanca);05-452;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4204;Salamanca;Calle;;Camino Público Cuncumén;;;NO;No Aplica;No Aplica;-31.896399;-70.622964;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105492;Posta de Salud Rural Camisa;05-492;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4204;Salamanca;Calle;;Sector Camisa;;;NO;No Aplica;No Aplica;-31.88221;-70.95828;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105455;Centro de Salud Familiar  Valle Alto;05-455;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;No certificado como CESFAM;Municipal;Primario;4204;Salamanca;Calle;;BERNARDO OHIGGINS;;23-11-2022;NO;No Aplica;No Aplica;-31.88142;-70.72591;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;09-12-2022
105491;Posta de Salud Rural Quelén Bajo;05-491;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4204;Salamanca;Calle;;Camino único Quelén Bajo;;;NO;No Aplica;No Aplica;-31.86311;-70.84274;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105456;Posta de Salud Rural Llimpo;05-456;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4204;Salamanca;Calle;;Sector Llimpo;;;NO;No Aplica;No Aplica;-31.84678;-70.84303;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105504;Posta de Salud Rural Socavón;05-504;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4201;Illapel;Calle;;Sector Socavón;;;NO;No Aplica;No Aplica;-31.81416;-71.16041;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105458;Posta de Salud Rural Tahuinco;05-458;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4204;Salamanca;Calle;;Aldea Tahuinco;;;NO;No Aplica;No Aplica;-31.79145;-71.05753;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105104;Hospital de Salamanca;05-104;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;No Aplica;Servicio de Salud;;4204;Salamanca;Calle;113;Matilde Salamanca;532662960;01-07-2017;SI;Urgencia Hospitalaria (UEH);No Aplica;-31.77638;-70.96296;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
105445;Posta de Salud Rural Limáhuida;05-445;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4201;Illapel;Calle;;Sector Limáhuida;;;NO;No Aplica;No Aplica;-31.752519;-71.15979;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105501;Posta de Salud Rural Arboleda Grande;05-501;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4204;Salamanca;Calle;;Camino único Arboleda Grande;;;NO;No Aplica;No Aplica;-31.73906;-70.94812;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105447;Posta de Salud Rural Peralillo Illapel;05-447;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4201;Illapel;Calle;;Calle única Peralillo;;;NO;No Aplica;No Aplica;-31.73905;-71.12241;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105487;Posta de Salud Rural Cañas Uno;05-487;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4201;Illapel;Calle;;Aldea Cañas Uno;;;NO;No Aplica;No Aplica;-31.73213;-71.25686;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105457;Posta de Salud Rural San Agustín (Salamanca);05-457;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4204;Salamanca;Calle;;Aldea San Agustín;;;NO;No Aplica;No Aplica;-31.730743;-70.832214;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105454;Posta de Salud Rural Cunlagua;05-454;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4204;Salamanca;Calle;;Sector Cunlagua;;;NO;No Aplica;No Aplica;-31.72994;-70.8993;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105496;Posta de Salud Rural Pintacura Sur;05-496;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4201;Illapel;Calle;;Sector Pintacura Sur;;;NO;No Aplica;No Aplica;-31.72315;-71.19768;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105486;Posta de Salud Rural Tunga Sur;05-486;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;No Aplica;Municipal;Primario;4201;Illapel;Calle;;Sector Tunga Sur;;;NO;No Aplica;No Aplica;-31.64457;-71.3511;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
105326;Centro de Salud Familiar Villa San Rafael de Rozas;05-326;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;4201;Illapel;Calle;50;Mario Ahumada;532528166;;NO;No Aplica;No Aplica;-31.63863;-71.1915;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200366;Centro de Salud Familiar Urbano de Illapel;05-904;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar;Municipal;Primario;4201;Illapel;Calle;211;El Mirador;;01-10-2017;NO;No Aplica;No Aplica;-31.63826;-71.17765;Público;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
200511;Laboratorio Clínico Altamira;05-913;;;4;Región de Coquimbo;4;SEREMI de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;4201;Illapel;Avenida;824;Salvador Allende, Local 02;532353081;23-01-2017;NO;No Aplica;No Aplica;-31.637975;-71.17528;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
105103;Hospital Dr. Humberto Elorza Cortés (Illapel);05-103;;;4;Región de Coquimbo;5;Servicio de Salud Coquimbo;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Invitados a ser EAR;Servicio de Salud;Terciario;4201;Illapel;Calle;512;Independencia;532663867;;SI;Urgencia Hospitalaria (UEH);No Aplica;-31.63473;-71.173672;Público;Vigente en Operación Habitual;Mediana Complejidad;Atención Cerrada-Hospitalaria;
105257;Laboratorio Clínico Bionet S.A. - Illapel;05-257;;;4;Región de Coquimbo;4;SEREMI de Coquimbo;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;No Aplica;Privado;No Aplica;4201;Illapel;Calle;386;Independencia;532523846;01-01-2009;NO;No Aplica;No Aplica;-31.630893;-71.16567;Privado;Vigente en Operación Habitual;No Aplica;No Aplica;
